xmin,ymin,xmax,ymax,personID
354.0,275.0,449.0,608.0,1.0
354.0,275.0,449.0,608.0,1.0
354.0,275.0,449.0,608.0,1.0
354.0,275.0,449.0,608.0,1.0
353.0,276.0,449.0,608.0,1.0
353.0,276.0,449.0,608.0,1.0
354.0,276.0,449.0,608.0,1.0
354.0,276.0,449.0,607.0,1.0
353.0,276.0,449.0,607.0,1.0
353.0,276.0,449.0,607.0,1.0
354.0,276.0,449.0,607.0,1.0
